slug,num,name_en,name_ja,type1,type2,hp,atk,def,spa,spd,spe,ability0_slug,ability1_slug,abilityH_slug,weight_kg,height_m,category,form_type,base_form_slug,fixed_item,fixed_tera_type,gender_rate,sprite_url,nfe,include
magmar,126,Magmar,ブーバー,Fire,,65,95,57,100,85,93,flame-body,,vital-spirit,44.5,1.3,normal,base,,,,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png,true,○
pinsir,127,Pinsir,カイロス,Bug,,65,125,100,55,70,85,hyper-cutter,mold-breaker,moxie,55,1.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png,false,○
pinsir-mega,127,Pinsir-Mega,メガカイロス,Bug,Flying,65,155,120,65,90,105,aerilate,,,59,1.7,normal,mega,pinsir,pinsirite,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10040.png,false,○
tauros,128,Tauros,ケンタロス,Normal,,75,100,95,40,70,110,intimidate,anger-point,sheer-force,88.4,1.4,normal,base,,,,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,false,○
tauros-paldea-aqua,128,Tauros-Paldea-Aqua,ケンタロス（パルデアのすがた・水）,Fighting,Water,75,110,105,30,70,100,intimidate,anger-point,cud-chew,110,1.4,normal,variant,tauros,,,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10252.png,false,○
tauros-paldea-blaze,128,Tauros-Paldea-Blaze,ケンタロス（パルデアのすがた・炎）,Fighting,Fire,75,110,105,30,70,100,intimidate,anger-point,cud-chew,85,1.4,normal,variant,tauros,,,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10251.png,false,○
tauros-paldea-combat,128,Tauros-Paldea-Combat,ケンタロス（パルデアのすがた）,Fighting,,75,110,105,30,70,100,intimidate,anger-point,cud-chew,115,1.4,normal,variant,tauros,,,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10250.png,false,○
magikarp,129,Magikarp,コイキング,Water,,20,10,55,15,20,80,swift-swim,,rattled,10,0.9,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,true,○
gyarados,130,Gyarados,ギャラドス,Water,Flying,95,125,79,60,100,81,intimidate,,moxie,235,6.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,false,○
gyarados-mega,130,Gyarados-Mega,メガギャラドス,Water,Dark,95,155,109,70,130,81,mold-breaker,,,305,6.5,normal,mega,gyarados,gyaradosite,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10041.png,false,○
lapras,131,Lapras,ラプラス,Water,Ice,130,85,80,85,95,60,water-absorb,shell-armor,hydration,220,2.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png,false,○
ditto,132,Ditto,メタモン,Normal,,48,48,48,48,48,48,limber,,imposter,4,0.3,normal,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png,false,○
eevee,133,Eevee,イーブイ,Normal,,55,55,50,45,65,55,run-away,adaptability,anticipation,6.5,0.3,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png,true,○
vaporeon,134,Vaporeon,シャワーズ,Water,,130,65,60,110,95,65,water-absorb,,hydration,29,1,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png,false,○
jolteon,135,Jolteon,サンダース,Electric,,65,65,60,110,95,130,volt-absorb,,quick-feet,24.5,0.8,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png,false,○
flareon,136,Flareon,ブースター,Fire,,65,130,60,95,110,65,flash-fire,,guts,25,0.9,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png,false,○
porygon,137,Porygon,ポリゴン,Normal,,65,60,70,85,75,40,trace,download,analytic,36.5,0.8,normal,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png,true,○
aerodactyl,142,Aerodactyl,プテラ,Rock,Flying,80,105,65,60,75,130,rock-head,pressure,unnerve,59,1.8,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,false,○
aerodactyl-mega,142,Aerodactyl-Mega,メガプテラ,Rock,Flying,80,135,85,70,95,150,tough-claws,,,79,2.1,normal,mega,aerodactyl,aerodactylite,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10042.png,false,○
snorlax,143,Snorlax,カビゴン,Normal,,160,110,65,65,110,30,immunity,thick-fat,gluttony,460,2.1,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,false,○
articuno,144,Articuno,フリーザー,Ice,Flying,90,85,100,95,125,85,pressure,,snow-cloak,55.4,1.7,sub_legendary,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,false,○
articuno-galar,144,Articuno-Galar,フリーザー（ガラルのすがた）,Psychic,Flying,90,85,85,125,100,95,competitive,,,50.9,1.7,sub_legendary,variant,articuno,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10169.png,false,○
zapdos,145,Zapdos,サンダー,Electric,Flying,90,90,85,125,90,100,pressure,,static,52.6,1.6,sub_legendary,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,false,○
zapdos-galar,145,Zapdos-Galar,サンダー（ガラルのすがた）,Fighting,Flying,90,125,90,85,90,100,defiant,,,58.2,1.6,sub_legendary,variant,zapdos,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10170.png,false,○
moltres,146,Moltres,ファイヤー,Fire,Flying,90,100,90,125,85,90,pressure,,flame-body,60,2,sub_legendary,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,false,○
moltres-galar,146,Moltres-Galar,ファイヤー（ガラルのすがた）,Dark,Flying,90,85,90,100,125,90,berserk,,,66,2,sub_legendary,variant,moltres,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10171.png,false,○
dratini,147,Dratini,ミニリュウ,Dragon,,41,64,45,50,50,50,shed-skin,,marvel-scale,3.3,1.8,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,true,○
dragonair,148,Dragonair,ハクリュー,Dragon,,61,84,65,70,70,70,shed-skin,,marvel-scale,16.5,4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,true,○
dragonite,149,Dragonite,カイリュー,Dragon,Flying,91,134,95,100,100,80,inner-focus,,multiscale,210,2.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,false,○
mewtwo,150,Mewtwo,ミュウツー,Psychic,,106,110,90,154,90,130,pressure,,unnerve,122,2,restricted,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,false,○
mewtwo-mega-x,150,Mewtwo-Mega-X,メガミュウツーＸ,Psychic,Fighting,106,190,100,154,100,130,steadfast,,,127,2.3,restricted,mega,mewtwo,mewtwonite-x,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10043.png,false,○
mewtwo-mega-y,150,Mewtwo-Mega-Y,メガミュウツーＹ,Psychic,,106,150,70,194,120,140,insomnia,,,33,1.5,restricted,mega,mewtwo,mewtwonite-y,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10044.png,false,○
mew,151,Mew,ミュウ,Psychic,,100,100,100,100,100,100,synchronize,,,4,0.4,mythical,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,false,○
chikorita,152,Chikorita,チコリータ,Grass,,45,49,65,49,65,45,overgrow,,leaf-guard,6.4,0.9,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png,true,○
bayleef,153,Bayleef,ベイリーフ,Grass,,60,62,80,63,80,60,overgrow,,leaf-guard,15.8,1.2,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png,true,○
meganium,154,Meganium,メガニウム,Grass,,80,82,100,83,100,80,overgrow,,leaf-guard,100.5,1.8,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png,false,○
cyndaquil,155,Cyndaquil,ヒノアラシ,Fire,,39,52,43,60,50,65,blaze,,flash-fire,7.9,0.5,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png,true,○
quilava,156,Quilava,マグマラシ,Fire,,58,64,58,80,65,80,blaze,,flash-fire,19,0.9,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png,true,○
typhlosion,157,Typhlosion,バクフーン,Fire,,78,84,78,109,85,100,blaze,,flash-fire,79.5,1.7,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png,false,○
typhlosion-hisui,157,Typhlosion-Hisui,バクフーン（ヒスイのすがた）,Fire,Ghost,73,84,78,119,85,95,blaze,,frisk,69.8,1.6,normal,variant,typhlosion,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10233.png,false,○
totodile,158,Totodile,ワニノコ,Water,,50,65,64,44,48,43,torrent,,sheer-force,9.5,0.6,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png,true,○
croconaw,159,Croconaw,アリゲイツ,Water,,65,80,80,59,63,58,torrent,,sheer-force,25,1.1,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png,true,○
feraligatr,160,Feraligatr,オーダイル,Water,,85,105,100,79,83,78,torrent,,sheer-force,88.8,2.3,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png,false,○
sentret,161,Sentret,オタチ,Normal,,35,46,34,35,45,20,run-away,keen-eye,frisk,6,0.8,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png,true,○
furret,162,Furret,オオタチ,Normal,,85,76,64,45,55,90,run-away,keen-eye,frisk,32.5,1.8,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png,false,○
hoothoot,163,Hoothoot,ホーホー,Normal,Flying,60,30,30,36,56,50,insomnia,keen-eye,tinted-lens,21.2,0.7,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png,true,○
noctowl,164,Noctowl,ヨルノズク,Normal,Flying,100,50,50,86,96,70,insomnia,keen-eye,tinted-lens,40.8,1.6,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png,false,○
spinarak,167,Spinarak,イトマル,Bug,Poison,40,60,40,40,40,30,swarm,insomnia,sniper,8.5,0.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png,true,○
ariados,168,Ariados,アリアドス,Bug,Poison,70,90,70,60,70,40,swarm,insomnia,sniper,33.5,1.1,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png,false,○
chinchou,170,Chinchou,チョンチー,Water,Electric,75,38,38,56,56,67,volt-absorb,illuminate,water-absorb,12,0.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png,true,○
lanturn,171,Lanturn,ランターン,Water,Electric,125,58,58,76,76,67,volt-absorb,illuminate,water-absorb,22.5,1.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,false,○
pichu,172,Pichu,ピチュー,Electric,,20,40,15,35,35,60,static,,lightning-rod,2,0.3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,true,○
cleffa,173,Cleffa,ピィ,Fairy,,50,25,28,45,55,15,cute-charm,magic-guard,friend-guard,3,0.3,normal,base,,,,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,true,○
igglybuff,174,Igglybuff,ププリン,Normal,Fairy,90,30,15,40,20,15,cute-charm,competitive,friend-guard,1,0.3,normal,base,,,,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,true,○
mareep,179,Mareep,メリープ,Electric,,55,40,40,65,45,35,static,,plus,7.8,0.6,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png,true,○
flaaffy,180,Flaaffy,モココ,Electric,,70,55,55,80,60,45,static,,plus,13.3,0.8,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png,true,○
ampharos,181,Ampharos,デンリュウ,Electric,,90,75,85,115,90,55,static,,plus,61.5,1.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png,false,○
ampharos-mega,181,Ampharos-Mega,メガデンリュウ,Electric,Dragon,90,95,105,165,110,45,mold-breaker,,,61.5,1.4,normal,mega,ampharos,ampharosite,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10045.png,false,○
bellossom,182,Bellossom,キレイハナ,Grass,,75,80,95,90,100,50,chlorophyll,,healer,5.8,0.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png,false,○
marill,183,Marill,マリル,Water,Fairy,70,20,50,20,50,40,thick-fat,huge-power,sap-sipper,8.5,0.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png,true,○
azumarill,184,Azumarill,マリルリ,Water,Fairy,100,50,80,60,80,50,thick-fat,huge-power,sap-sipper,28.5,0.8,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png,false,○
sudowoodo,185,Sudowoodo,ウソッキー,Rock,,70,100,115,30,65,30,sturdy,rock-head,rattled,38,1.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png,false,○
politoed,186,Politoed,ニョロトノ,Water,,90,75,75,90,100,70,water-absorb,damp,drizzle,33.9,1.1,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png,false,○
hoppip,187,Hoppip,ハネッコ,Grass,Flying,35,35,40,35,55,50,chlorophyll,leaf-guard,infiltrator,0.5,0.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png,true,○
skiploom,188,Skiploom,ポポッコ,Grass,Flying,55,45,50,45,65,80,chlorophyll,leaf-guard,infiltrator,1,0.6,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,true,○
jumpluff,189,Jumpluff,ワタッコ,Grass,Flying,75,55,70,55,95,110,chlorophyll,leaf-guard,infiltrator,3,0.8,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,false,○
aipom,190,Aipom,エイパム,Normal,,55,70,55,40,55,85,run-away,pickup,skill-link,11.5,0.8,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,true,○
sunkern,191,Sunkern,ヒマナッツ,Grass,,30,30,30,30,30,30,chlorophyll,solar-power,early-bird,1.8,0.3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,true,○
sunflora,192,Sunflora,キマワリ,Grass,,75,75,55,105,85,30,chlorophyll,solar-power,early-bird,8.5,0.8,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,false,○
yanma,193,Yanma,ヤンヤンマ,Bug,Flying,65,65,45,75,45,95,speed-boost,compound-eyes,frisk,38,1.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,true,○
wooper,194,Wooper,ウパー,Water,Ground,55,45,45,25,25,15,damp,water-absorb,unaware,8.5,0.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,true,○
wooper-paldea,194,Wooper-Paldea,ウパー（パルデアのすがた）,Poison,Ground,55,45,45,25,25,15,poison-point,water-absorb,unaware,11,0.4,normal,variant,wooper,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10253.png,true,○
quagsire,195,Quagsire,ヌオー,Water,Ground,95,85,85,65,65,35,damp,water-absorb,unaware,75,1.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,false,○
espeon,196,Espeon,エーフィ,Psychic,,65,65,60,130,95,110,synchronize,,magic-bounce,26.5,0.9,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,false,○
umbreon,197,Umbreon,ブラッキー,Dark,,95,65,110,60,130,65,synchronize,,inner-focus,27,1,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,false,○
murkrow,198,Murkrow,ヤミカラス,Dark,Flying,60,85,42,85,42,91,insomnia,super-luck,prankster,2.1,0.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,true,○
slowking,199,Slowking,ヤドキング,Water,Psychic,95,75,80,100,110,30,oblivious,own-tempo,regenerator,79.5,2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,false,○
slowking-galar,199,Slowking-Galar,ヤドキング（ガラルのすがた）,Poison,Psychic,95,65,80,110,110,30,curious-medicine,own-tempo,regenerator,79.5,1.8,normal,variant,slowking,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10172.png,false,○
misdreavus,200,Misdreavus,ムウマ,Ghost,,60,60,60,85,85,85,levitate,,,1,0.7,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,true,○
girafarig,203,Girafarig,キリンリキ,Normal,Psychic,70,80,65,90,65,85,inner-focus,early-bird,sap-sipper,41.5,1.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,true,○
pineco,204,Pineco,クヌギダマ,Bug,,50,65,90,35,35,15,sturdy,,overcoat,7.2,0.6,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,true,○
forretress,205,Forretress,フォレトス,Bug,Steel,75,90,140,60,60,40,sturdy,,overcoat,125.8,1.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,false,○
dunsparce,206,Dunsparce,ノコッチ,Normal,,100,70,70,65,65,45,serene-grace,run-away,rattled,14,1.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,true,○
gligar,207,Gligar,グライガー,Ground,Flying,65,75,105,35,65,85,hyper-cutter,sand-veil,immunity,64.8,1.1,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,true,○
steelix,208,Steelix,ハガネール,Steel,Ground,75,85,200,55,65,30,rock-head,sturdy,sheer-force,400,9.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,false,○
steelix-mega,208,Steelix-Mega,メガハガネール,Steel,Ground,75,125,230,55,95,30,sand-force,,,740,10.5,normal,mega,steelix,steelixite,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10072.png,false,○
snubbull,209,Snubbull,ブルー,Fairy,,60,80,50,40,40,30,intimidate,run-away,rattled,7.8,0.6,normal,base,,,,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,true,○
granbull,210,Granbull,グランブル,Fairy,,90,120,75,60,60,45,intimidate,quick-feet,rattled,48.7,1.4,normal,base,,,,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,false,○
qwilfish,211,Qwilfish,ハリーセン,Water,Poison,65,95,85,55,55,85,poison-point,swift-swim,intimidate,3.9,0.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,false,○
qwilfish-hisui,211,Qwilfish-Hisui,ハリーセン（ヒスイのすがた）,Dark,Poison,65,95,85,55,55,85,poison-point,swift-swim,intimidate,3.9,0.5,normal,variant,qwilfish,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10234.png,true,○
scizor,212,Scizor,ハッサム,Bug,Steel,70,130,100,55,80,65,swarm,technician,light-metal,118,1.8,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,false,○
