slug,num,name_en,name_ja,type,category,power,accuracy,pp,priority,target,short_desc_en,short_desc_ja,include
splash,150,Splash,はねる,Normal,Status,,,40,0,self,No competitive use.,攻撃もせずに　ピョン　ピョンと 跳ねるだけで　なにも　おこらない……。,○
acid-armor,151,Acid Armor,とける,Poison,Status,,,20,0,self,Raises the user's Defense by 2.,細胞の　変化で　液状に　なり 自分の　防御を　ぐーんと　あげる。,○
crabhammer,152,Crabhammer,クラブハンマー,Water,Physical,100,90,10,0,normal,High critical hit ratio.,大きな　ハサミを 相手に　たたきつけて　攻撃する。 急所に　当たりやすい。,○
explosion,153,Explosion,だいばくはつ,Normal,Physical,250,100,5,0,allAdjacent,Hits adjacent Pokemon. The user faints.,大きな　爆発で　自分の 周りに　いるものを　攻撃する。 使ったあとに　ひんしに　なる。,○
fury-swipes,154,Fury Swipes,みだれひっかき,Normal,Physical,18,80,15,0,normal,Hits 2-5 times in one turn.,ツメや　カマなどで 相手を　ひっかいて　攻撃する。 ２ー５回の　間　連続で　だす。,○
bonemerang,155,Bonemerang,ホネブーメラン,Ground,Physical,50,90,10,0,normal,Hits 2 times in one turn.,手に　持った　ホネを　相手に　投げつけ 行きと　帰りの　２回連続で ダメージを　与える。,○
rest,156,Rest,ねむる,Psychic,Status,,,5,0,self,User sleeps 2 turns and restores HP and status.,２ターンの　間　眠り続ける。 自分の　ＨＰと　状態異常を すべて　回復する。,○
rock-slide,157,Rock Slide,いわなだれ,Rock,Physical,75,90,10,0,allAdjacentFoes,30% chance to make the foe(s) flinch.,大きな　岩を 激しく　ぶつけて　攻撃する。 相手を　ひるませることが　ある。,○
hyper-fang,158,Hyper Fang,ひっさつまえば,Normal,Physical,80,90,15,0,normal,10% chance to make the target flinch.,鋭い　前歯で 強く　かみついて　攻撃する。 相手を　ひるませることが　ある。,○
sharpen,159,Sharpen,かくばる,Normal,Status,,,30,0,self,Raises the user's Attack by 1.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
conversion,160,Conversion,テクスチャー,Normal,Status,,,30,0,self,Changes user's type to match its first move.,自分の　タイプを おぼえている　技で　一番　上の 技と　同じ　タイプに　する。,○
tri-attack,161,Tri Attack,トライアタック,Normal,Special,80,100,10,0,normal,20% chance to paralyze or burn or freeze target.,３つの　光線で　攻撃する。 まひか　やけどか　こおり状態の どれかに　することが　ある。,○
super-fang,162,Super Fang,いかりのまえば,Normal,Physical,,90,10,0,normal,Does damage equal to 1/2 target's current HP.,鋭い　前歯で 激しく　かみついて　攻撃する。 相手の　ＨＰは　半分に　なる。,○
slash,163,Slash,きりさく,Normal,Physical,70,100,20,0,normal,High critical hit ratio.,ツメや　カマなどで 相手を　切り裂いて　攻撃する。 急所に　当たりやすい。,○
substitute,164,Substitute,みがわり,Normal,Status,,,10,0,self,User takes 1/4 its max HP to put in a substitute.,自分の　ＨＰを　少し　削って 分身を　だす。 分身は　自分の　身代わりに　なる。,○
struggle,165,Struggle,わるあがき,Normal,Physical,50,,1,0,randomNormal,User loses 1/4 of its max HP.,自分の　ＰＰが　なくなると あがいて　相手を　攻撃する。 自分も　少し　ダメージを　受ける。,○
sketch,166,Sketch,スケッチ,Normal,Status,,,1,0,normal,Permanently copies the last move target used.,相手が　使った　技を 自分の　ものに　する。 １回　使うと　スケッチは　消える。,○
triple-kick,167,Triple Kick,トリプルキック,Fighting,Physical,10,90,10,0,normal,"Hits 3 times. Each hit can miss, but power rises.",３回連続で　キックを　くりだして 攻撃する。　技が　当たるたびに 威力は　あがる。,○
thief,168,Thief,どろぼう,Dark,Physical,60,100,25,0,normal,"If the user has no item, it steals the target's.",攻撃と　同時に　道具を　盗む。 自分が　道具を　持っている　場合は 盗めない。,○
spider-web,169,Spider Web,クモのす,Bug,Status,,,10,0,normal,Prevents the target from switching out.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
mind-reader,170,Mind Reader,こころのめ,Normal,Status,,,5,0,normal,User's next move will not miss the target.,相手の　動きを　心で　感じて 次の　攻撃が　必ず 相手に　当たるように　する。,○
nightmare,171,Nightmare,あくむ,Ghost,Status,,100,15,0,normal,A sleeping target is hurt by 1/4 max HP per turn.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
flame-wheel,172,Flame Wheel,かえんぐるま,Fire,Physical,60,100,25,0,normal,10% chance to burn the target. Thaws user.,炎を　まとい 相手に　突進して　攻撃する。 やけど状態に　することが　ある。,○
snore,173,Snore,いびき,Normal,Special,50,100,15,0,normal,User must be asleep. 30% chance to flinch target.,自分が　寝ているときに 雑音を　だして　攻撃する。 相手を　ひるませることが　ある。,○
curse,174,Curse,のろい,Ghost,Status,,,10,0,normal,"Curses if Ghost, else -1 Spe, +1 Atk, +1 Def.",使う　ポケモンが ゴーストタイプと　それ以外　とでは 効果が　変わる。,○
flail,175,Flail,じたばた,Normal,Physical,,100,15,0,normal,More power the less HP the user has left.,じたばた　暴れて　攻撃する。 自分の　ＨＰが　少ないほど 技の　威力は　あがる。,○
conversion-2,176,Conversion 2,テクスチャー２,Normal,Status,,,30,0,normal,Changes user's type to resist target's last move.,相手が　最後に　使った技に 抵抗できる　ように 自分の　タイプを　変化させる。,○
aeroblast,177,Aeroblast,エアロブラスト,Flying,Special,100,95,5,0,any,High critical hit ratio.,空気の　渦を 発射して　攻撃する。 急所に　当たりやすい。,○
cotton-spore,178,Cotton Spore,わたほうし,Grass,Status,,100,40,0,allAdjacentFoes,Lowers the target's Speed by 2.,綿のような　フワフワの　胞子を まとわり　つかせて 相手の　素早さを　がくっと　さげる。,○
reversal,179,Reversal,きしかいせい,Fighting,Physical,,100,15,0,normal,More power the less HP the user has left.,力を　ふりしぼり　攻撃する。 自分の　ＨＰが　少ないほど 技の　威力は　あがる。,○
spite,180,Spite,うらみ,Ghost,Status,,100,10,0,normal,Lowers the PP of the target's last move by 4.,相手が　最後に　使った技に 恨みを　抱いて その技の　ＰＰを　４だけ　減らす。,○
powder-snow,181,Powder Snow,こなゆき,Ice,Special,40,100,25,0,allAdjacentFoes,10% chance to freeze the foe(s).,冷たい　粉雪を 相手に　吹きつけて　攻撃する。 こおり状態に　することが　ある。,○
protect,182,Protect,まもる,Normal,Status,,,10,4,self,Prevents moves from affecting the user this turn.,相手の　攻撃を まったく　受けない。 連続で　だすと　失敗しやすい。,○
mach-punch,183,Mach Punch,マッハパンチ,Fighting,Physical,40,100,30,1,normal,Usually goes first.,目にも　留まらぬ　ものすごい　速さで パンチを　くりだす。 必ず　先制攻撃　できる。,○
scary-face,184,Scary Face,こわいかお,Normal,Status,,100,10,0,normal,Lowers the target's Speed by 2.,恐ろしい　顔で　にらみ　おびえさせて 相手の　素早さを　がくっと　さげる。,○
feint-attack,185,Feint Attack,だましうち,Dark,Physical,60,,20,0,normal,This move does not check accuracy.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
sweet-kiss,186,Sweet Kiss,てんしのキッス,Fairy,Status,,75,10,0,normal,Causes the target to become confused.,天使のように　かわいく　キスして 相手を　混乱させる。,○
belly-drum,187,Belly Drum,はらだいこ,Normal,Status,,,10,0,self,User loses 50% max HP. Maximizes Attack.,自分の　ＨＰを　最大ＨＰの 半分　減らして　自分の　攻撃を 最大に　あげる。,○
sludge-bomb,188,Sludge Bomb,ヘドロばくだん,Poison,Special,90,100,10,0,normal,30% chance to poison the target.,汚い　ヘドロを 相手に　投げつけて　攻撃する。 毒状態に　することが　ある。,○
mud-slap,189,Mud-Slap,どろかけ,Ground,Special,20,100,10,0,normal,100% chance to lower the target's accuracy by 1.,相手の　顔などに 泥を　投げつけて　攻撃する。 命中率を　さげる。,○
octazooka,190,Octazooka,オクタンほう,Water,Special,65,85,10,0,normal,50% chance to lower the target's accuracy by 1.,相手の　顔などに 墨を　吹きかけて　攻撃する。 命中率を　さげることが　ある。,○
spikes,191,Spikes,まきびし,Ground,Status,,,20,0,foeSide,Hurts grounded foes on switch-in. Max 3 layers.,相手の　足下に　まきびしを しかける。交代で　でてきた　相手の ポケモンに　ダメージを　与える。,○
zap-cannon,192,Zap Cannon,でんじほう,Electric,Special,120,50,5,0,normal,100% chance to paralyze the target.,大砲の　ような 電気を　発射して　攻撃する。 相手を　まひの　状態に　する。,○
foresight,193,Foresight,みやぶる,Normal,Status,,,40,0,normal,"Fighting, Normal hit Ghost. Evasiveness ignored.",この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
destiny-bond,194,Destiny Bond,みちづれ,Ghost,Status,,,5,0,self,"If an opponent knocks out the user, it also faints.",技のあと　相手の　攻撃で　ひんしに なると　攻撃　相手も　ひんしにする。 連続して　出すと　失敗する。,○
perish-song,195,Perish Song,ほろびのうた,Normal,Status,,,5,0,all,All active Pokemon will faint in 3 turns.,歌を　聴いた　ポケモンは ３ターン　たつと　ひんしに　なる。 交代すると　効果は　なくなる。,○
icy-wind,196,Icy Wind,こごえるかぜ,Ice,Special,55,95,15,0,allAdjacentFoes,100% chance to lower the foe(s) Speed by 1.,凍てつく　冷気を 相手に　吹きつけて　攻撃する。 相手の　素早さを　さげる。,○
detect,197,Detect,みきり,Fighting,Status,,,5,4,self,Prevents moves from affecting the user this turn.,相手の　攻撃を まったく　受けない。 連続で　だすと　失敗しやすい。,○
bone-rush,198,Bone Rush,ボーンラッシュ,Ground,Physical,25,90,10,0,normal,Hits 2-5 times in one turn.,硬い　ホネで 相手を　なぐりつけて　攻撃する。 ２ー５回の　間　連続で　だす。,○
lock-on,199,Lock-On,ロックオン,Normal,Status,,,5,0,normal,User's next move will not miss the target.,照準を　しっかり　あわせて 次の　攻撃が　必ず 相手に　当たるように　する。,○
outrage,200,Outrage,げきりん,Dragon,Physical,120,100,10,0,randomNormal,Lasts 2-3 turns. Confuses the user afterwards.,２ー３ターンの　間 暴れまくって　攻撃する。 暴れたあとは　混乱する。,○
sandstorm,201,Sandstorm,すなあらし,Rock,Status,,,10,0,all,"For 5 turns, a sandstorm rages. Rock: 1.5x SpD.",５ターンの　間　砂あらしで　いわ じめん　はがねタイプ　以外に　ダメージ。 いわタイプの　特防が　あがる。,○
